order_id,customer_id,order_date,product_id,unit_price,quantity,total_price
2460,16,2022-06-03,10,300,7,2100
2461,1,2022-01-17,16,831,9,7479
2462,23,2021-08-18,4,641,1,641
2463,13,2022-04-03,25,428,8,3424
2464,19,2021-12-07,4,197,2,394
2465,4,2021-08-01,18,935,8,7480
2466,19,2021-05-25,8,462,10,4620
2467,16,2021-08-27,17,110,8,880
2468,9,2021-12-12,14,904,3,2712
2469,2,2022-02-21,11,942,1,942
2470,9,2022-07-30,23,863,8,6904
2471,18,2021-08-30,16,379,8,3032
2472,23,2022-07-23,16,929,2,1858
2473,4,2022-01-20,14,180,1,180
2474,6,2021-06-20,17,252,8,2016
2475,4,2022-05-23,2,224,9,2016
2476,16,2022-03-05,5,458,1,458
2477,10,2021-10-29,4,787,5,3935
2478,17,2022-08-01,11,715,3,2145
2479,5,2021-07-29,10,872,10,8720
2480,23,2021-09-15,12,533,8,4264
2481,7,2021-06-18,11,586,8,4688
2482,1,2021-07-03,11,203,8,1624
2483,3,2021-07-12,1,254,2,508
2484,18,2021-04-07,15,112,10,1120
2485,15,2021-03-10,20,408,9,3672
2486,8,2021-07-17,12,331,5,1655
2487,14,2022-01-12,19,689,7,4823
2488,9,2021-07-27,18,129,10,1290
2489,5,2021-10-14,4,232,5,1160
2490,19,2022-06-19,4,651,7,4557
2491,11,2021-10-11,19,876,10,8760
2492,22,2021-06-22,16,52,4,208
2493,7,2021-05-27,3,218,8,1744
2494,1,2021-02-23,11,190,9,1710
2495,15,2021-12-01,14,359,9,3231
2496,25,2022-07-28,4,452,7,3164
2497,25,2021-12-30,13,369,9,3321
2498,11,2021-08-08,17,220,5,1100
2499,23,2022-07-28,5,502,8,4016
2500,23,2022-07-26,9,971,7,6797
2501,21,2021-01-26,12,936,6,5616
2502,15,2022-03-11,25,268,10,2680
2503,18,2022-01-19,7,233,1,233
2504,7,2022-06-23,15,249,1,249
2505,19,2021-04-07,10,982,6,5892
2506,9,2021-10-07,17,84,5,420
2507,21,2021-02-14,16,762,5,3810
2508,9,2022-08-09,21,893,1,893
2509,23,2022-05-18,16,227,8,1816
2510,24,2021-04-17,21,89,6,534
2511,1,2021-07-01,20,941,3,2823
2512,3,2021-02-27,14,504,1,504
2513,11,2021-10-12,4,923,4,3692
2514,21,2021-12-07,20,907,6,5442
2515,23,2022-01-11,6,578,1,578
2516,22,2021-03-04,13,116,4,464
2517,25,2021-10-01,17,135,3,405
2518,15,2021-07-23,2,755,9,6795
2519,14,2021-11-15,6,330,9,2970
2520,12,2022-04-23,4,631,2,1262
2521,19,2021-04-30,15,990,2,1980
2522,6,2021-07-10,24,375,10,3750
2523,21,2021-01-11,1,272,6,1632
2524,15,2021-11-12,3,907,4,3628
2525,24,2021-11-14,25,104,7,728
2526,23,2021-10-13,10,193,10,1930
2527,11,2021-07-12,14,329,4,1316
2528,6,2022-03-27,10,320,2,640
2529,16,2022-01-08,12,407,9,3663
2530,15,2021-02-07,21,904,10,9040
2531,13,2022-08-06,5,265,7,1855
2532,12,2021-08-01,21,400,9,3600
2533,18,2021-04-03,24,575,4,2300
2534,9,2021-09-25,7,82,2,164
2535,17,2022-05-02,22,193,8,1544
2536,19,2022-08-01,11,436,10,4360
2537,2,2022-01-03,11,940,1,940
2538,6,2021-12-09,14,394,2,788
2539,6,2021-06-16,12,528,9,4752
2540,6,2022-03-26,25,878,10,8780
2541,15,2022-03-22,19,798,7,5586
2542,16,2022-01-18,8,665,6,3990
2543,16,2021-11-04,22,91,4,364
2544,25,2022-03-08,17,486,5,2430
2545,19,2021-01-30,13,217,9,1953
2546,6,2022-06-21,10,253,10,2530
2547,25,2021-12-08,5,857,1,857
2548,3,2021-12-21,10,519,7,3633
2549,6,2021-06-01,15,255,3,765
2550,10,2021-07-09,10,291,4,1164
2551,14,2021-06-07,3,751,9,6759
2552,25,2022-05-04,12,213,6,1278
2553,4,2022-02-08,16,765,4,3060
2554,16,2022-04-20,22,773,4,3092
2555,25,2021-05-12,4,375,3,1125
2556,13,2021-10-17,25,889,7,6223
2557,20,2021-03-15,13,405,8,3240
2558,22,2021-01-28,24,277,10,2770
2559,6,2022-01-13,25,420,6,2520
2560,17,2021-03-21,1,711,4,2844
2561,5,2021-02-15,16,266,5,1330
2562,14,2022-01-29,3,719,3,2157
2563,14,2021-11-15,5,446,8,3568
2564,2,2021-07-03,9,217,7,1519
2565,22,2022-04-22,17,875,2,1750
2566,12,2022-02-19,22,872,1,872
2567,6,2022-08-12,11,569,7,3983
2568,22,2022-05-13,15,719,7,5033
2569,14,2021-11-07,25,485,5,2425
2570,24,2022-04-07,21,564,6,3384
2571,25,2022-07-02,16,423,2,846
2572,6,2022-01-28,14,941,2,1882
2573,5,2022-08-28,1,314,4,1256
2574,17,2022-03-22,20,99,8,792
2575,10,2022-05-17,2,521,6,3126
2576,2,2021-09-16,20,485,6,2910
2577,22,2022-07-10,10,323,3,969
2578,10,2021-01-18,12,507,6,3042
2579,10,2022-09-03,21,164,6,984
2580,24,2022-02-10,2,304,3,912
2581,3,2021-05-10,18,794,3,2382
2582,21,2021-10-09,16,403,8,3224
2583,23,2022-06-21,20,632,8,5056
2584,2,2022-01-17,3,89,3,267
2585,20,2022-01-27,24,574,2,1148
2586,11,2022-03-09,21,460,1,460
2587,6,2021-03-23,24,906,7,6342
2588,4,2021-09-25,7,360,10,3600
2589,17,2021-02-20,18,433,10,4330
2590,16,2021-10-09,7,814,3,2442
2591,9,2022-02-13,17,981,3,2943
2592,22,2021-01-06,10,466,4,1864
2593,1,2021-10-09,14,323,8,2584
2594,20,2021-04-10,21,276,4,1104
2595,1,2021-08-15,23,115,10,1150
2596,10,2022-08-26,24,480,10,4800
2597,11,2022-05-03,18,621,1,621
2598,11,2021-12-21,11,892,8,7136
2599,5,2021-08-04,15,595,3,1785
2600,22,2022-02-17,13,83,10,830
2601,3,2022-07-29,21,403,2,806
2602,7,2022-01-14,24,361,5,1805
2603,25,2022-04-24,11,80,3,240
2604,20,2021-12-27,19,628,7,4396
2605,14,2021-10-18,25,619,8,4952
2606,8,2021-05-15,13,437,10,4370
2607,4,2021-08-12,4,266,2,532
2608,19,2021-06-12,10,835,7,5845
2609,18,2021-08-11,14,478,10,4780
2610,9,2021-04-19,11,730,6,4380
2611,17,2022-02-06,18,280,7,1960
2612,16,2021-10-21,25,895,8,7160
2613,6,2021-10-23,6,53,9,477
2614,11,2021-06-26,25,749,2,1498
2615,13,2022-03-05,19,470,4,1880
2616,21,2021-05-22,1,674,10,6740
2617,17,2022-02-23,3,73,6,438
2618,20,2022-08-06,8,690,8,5520
2619,22,2021-01-24,3,810,10,8100
2620,21,2022-06-08,13,934,4,3736
2621,6,2021-09-03,15,229,8,1832
2622,23,2021-05-16,7,350,2,700
2623,1,2022-04-18,7,520,4,2080
2624,22,2021-09-05,20,865,3,2595
2625,15,2021-12-06,17,943,3,2829
2626,8,2021-01-08,15,816,1,816
2627,22,2022-06-17,22,531,7,3717
2628,3,2022-07-05,14,173,10,1730
2629,21,2022-03-26,18,542,1,542
2630,10,2022-01-08,13,459,9,4131
2631,21,2022-03-15,21,856,2,1712
2632,4,2022-08-17,5,821,2,1642
2633,24,2022-02-27,6,722,6,4332
2634,5,2021-08-04,8,320,2,640
2635,11,2022-04-15,21,970,8,7760
2636,25,2021-12-17,8,352,8,2816
2637,11,2022-08-05,15,331,10,3310
2638,2,2021-06-01,25,584,5,2920
2639,1,2022-08-01,8,421,5,2105
2640,10,2022-08-05,23,699,5,3495
2641,16,2021-10-29,23,208,3,624
2642,5,2022-01-29,20,313,4,1252
2643,1,2021-11-07,7,201,10,2010
2644,1,2022-06-05,9,813,9,7317
2645,13,2021-12-19,16,709,3,2127
2646,19,2022-06-20,17,433,7,3031
2647,16,2022-06-22,21,543,3,1629
2648,16,2021-03-08,13,400,4,1600
2649,10,2021-06-03,7,334,10,3340
2650,25,2021-07-21,24,415,8,3320
2651,15,2022-06-21,19,969,4,3876
2652,24,2021-02-03,7,458,2,916
2653,11,2021-10-05,17,616,9,5544
2654,24,2021-02-27,18,507,10,5070
2655,17,2021-09-20,8,866,3,2598
2656,23,2021-08-22,21,756,8,6048
2657,6,2022-07-20,2,334,2,668
2658,24,2021-05-16,7,585,5,2925
2659,2,2021-09-07,7,649,10,6490
2660,16,2022-07-04,15,952,1,952
2661,11,2021-07-21,21,539,2,1078
2662,15,2021-07-22,3,152,9,1368
2663,19,2022-05-14,7,357,10,3570
2664,1,2021-04-25,19,787,8,6296
2665,25,2022-08-27,21,875,10,8750
2666,25,2021-09-15,15,822,7,5754
2667,20,2021-06-30,9,386,9,3474
2668,16,2021-11-03,17,320,9,2880
2669,8,2022-07-29,11,565,5,2825
2670,21,2021-07-06,15,549,1,549
2671,11,2022-05-23,17,217,3,651
2672,3,2021-11-08,25,146,8,1168
2673,11,2021-07-07,21,248,2,496
2674,25,2021-11-11,8,563,5,2815
2675,11,2022-04-29,25,155,5,775
2676,20,2021-06-08,7,381,3,1143
2677,7,2021-06-25,25,922,3,2766
2678,20,2021-11-30,22,578,8,4624
2679,21,2021-10-03,20,284,5,1420
2680,16,2021-05-29,10,363,6,2178
2681,24,2022-04-06,12,365,7,2555
2682,19,2021-01-06,13,830,7,5810
2683,2,2021-05-24,14,517,5,2585
2684,1,2021-08-02,23,727,5,3635
2685,10,2021-11-26,12,487,7,3409
2686,11,2021-07-24,18,866,4,3464
2687,20,2021-10-08,17,159,2,318
2688,8,2022-05-07,6,788,10,7880
2689,16,2022-05-14,2,305,5,1525
2690,20,2021-03-02,19,153,1,153
2691,21,2022-07-05,11,428,8,3424
2692,10,2021-05-18,4,951,2,1902
2693,11,2021-06-05,25,944,3,2832
2694,19,2021-07-24,10,625,2,1250
2695,15,2022-08-10,8,609,5,3045
2696,18,2021-01-23,17,193,2,386
2697,23,2022-01-05,23,976,8,7808
2698,24,2021-11-25,7,529,4,2116
2699,15,2021-07-23,12,743,5,3715
2700,9,2021-05-24,20,172,7,1204
2701,14,2021-02-19,13,901,9,8109
2702,2,2021-01-17,17,629,7,4403
2703,2,2022-07-06,17,553,5,2765
2704,19,2021-03-19,11,628,2,1256
2705,18,2022-06-29,25,212,9,1908
2706,3,2021-07-15,19,819,2,1638
2707,25,2021-10-11,22,526,8,4208
2708,24,2021-03-16,5,236,10,2360
2709,11,2022-03-19,15,960,1,960
2710,13,2021-01-07,19,688,7,4816
2711,1,2021-11-27,1,487,3,1461
2712,9,2021-12-01,8,595,8,4760
2713,21,2022-08-12,22,997,6,5982
2714,23,2021-07-13,19,841,3,2523
2715,7,2021-04-14,10,76,9,684
2716,20,2022-07-08,2,406,2,812
2717,11,2021-08-02,11,256,5,1280
2718,6,2021-08-27,14,991,4,3964
2719,25,2021-05-21,12,948,8,7584
2720,4,2022-03-31,13,938,4,3752
2721,13,2022-03-26,2,458,4,1832
2722,7,2022-08-28,25,884,2,1768
2723,3,2022-08-16,6,791,9,7119
2724,4,2021-05-04,6,550,10,5500
2725,12,2022-03-02,24,245,4,980
2726,3,2022-05-05,17,311,9,2799
2727,4,2021-01-08,15,439,7,3073
2728,13,2022-01-05,4,367,2,734
2729,14,2021-08-23,21,768,2,1536
2730,21,2022-04-28,21,66,5,330
2731,24,2021-02-16,21,194,4,776
2732,6,2021-05-12,19,581,3,1743
2733,5,2021-02-09,23,112,10,1120
2734,7,2022-01-16,24,682,7,4774
2735,6,2021-06-28,14,581,3,1743
2736,24,2022-01-09,22,950,2,1900
2737,6,2021-07-28,1,363,7,2541
2738,21,2021-11-25,12,79,1,79
2739,11,2021-02-05,1,802,3,2406
2740,14,2022-01-22,2,830,10,8300
2741,24,2021-06-11,17,152,1,152
2742,12,2022-03-06,8,117,2,234
2743,16,2022-07-04,15,500,3,1500
2744,20,2021-11-15,21,537,8,4296
2745,9,2022-07-07,5,424,10,4240
2746,22,2022-05-05,23,554,10,5540
2747,7,2022-06-12,5,182,3,546
2748,8,2021-04-08,22,784,7,5488
2749,10,2021-09-13,20,281,5,1405
2750,6,2021-12-03,24,777,8,6216
2751,22,2022-06-14,19,641,5,3205
2752,25,2022-03-09,5,433,3,1299
2753,19,2022-01-30,24,697,1,697
2754,7,2021-05-27,6,699,1,699
2755,8,2021-11-27,6,61,10,610
2756,16,2021-07-12,16,693,10,6930
2757,13,2022-04-10,15,686,5,3430
2758,18,2021-10-14,15,721,9,6489
2759,11,2021-09-19,11,399,8,3192
2760,25,2021-04-09,18,734,6,4404
2761,25,2021-03-06,17,850,6,5100
2762,14,2022-07-11,21,179,2,358
2763,8,2021-05-04,15,613,5,3065
2764,5,2022-04-09,12,496,9,4464
2765,3,2022-02-12,17,889,9,8001
2766,7,2021-01-18,5,253,6,1518
2767,17,2022-07-31,20,930,9,8370
2768,17,2022-01-07,2,602,4,2408
2769,23,2022-01-19,17,212,2,424
2770,22,2021-06-05,6,603,10,6030
2771,14,2021-02-20,7,460,5,2300
2772,13,2022-05-03,17,529,6,3174
2773,5,2021-01-01,24,126,5,630
2774,23,2021-08-02,18,995,10,9950
2775,20,2022-02-25,3,193,3,579
2776,16,2022-02-05,6,855,3,2565
2777,21,2022-08-29,14,248,4,992
2778,12,2021-10-10,3,193,7,1351
2779,4,2021-06-05,24,260,8,2080
2780,5,2021-12-02,22,61,2,122
2781,17,2021-04-16,10,840,10,8400
2782,16,2021-11-02,8,891,2,1782
2783,18,2021-06-07,24,122,6,732
2784,9,2021-09-19,2,165,8,1320
2785,14,2022-05-14,19,826,5,4130
2786,8,2021-04-01,17,799,10,7990
2787,20,2022-05-22,12,906,7,6342
2788,14,2021-10-14,2,912,5,4560
2789,9,2021-12-03,21,479,5,2395
2790,12,2021-04-14,3,780,8,6240
2791,8,2021-08-15,19,655,7,4585
2792,22,2022-05-15,9,624,10,6240
2793,19,2022-01-27,13,93,10,930
2794,4,2022-08-13,19,147,2,294
2795,25,2022-08-18,8,738,10,7380
2796,14,2021-12-22,13,712,8,5696
2797,15,2021-02-08,19,458,7,3206
2798,22,2022-08-04,1,235,1,235
2799,21,2021-10-27,11,992,7,6944
2800,1,2021-09-17,24,417,6,2502
2801,12,2022-04-02,8,852,1,852
2802,11,2021-06-14,15,264,9,2376
2803,25,2022-02-15,18,821,6,4926
2804,25,2021-04-02,6,391,6,2346
2805,20,2021-11-21,18,898,5,4490
2806,4,2022-02-20,24,370,10,3700
2807,16,2022-01-27,21,257,5,1285
2808,23,2021-12-12,16,875,8,7000
2809,12,2021-06-22,25,380,1,380
2810,4,2021-11-14,7,980,9,8820
2811,23,2021-10-31,21,824,9,7416
2812,18,2021-03-19,6,253,2,506
2813,3,2022-02-19,23,922,5,4610
2814,5,2022-06-30,23,412,7,2884
2815,5,2021-10-28,13,678,10,6780
2816,3,2022-03-30,11,895,1,895
2817,8,2021-10-08,18,76,8,608
2818,8,2021-09-09,23,946,4,3784
2819,15,2021-05-29,21,62,5,310
2820,8,2022-03-26,1,474,9,4266
2821,18,2022-02-27,19,240,9,2160
2822,19,2022-02-01,13,814,5,4070
2823,23,2022-03-18,12,429,6,2574
2824,8,2022-01-01,11,128,3,384
2825,11,2022-07-06,23,642,3,1926
2826,4,2022-07-03,17,371,2,742
2827,20,2022-07-22,8,890,4,3560
2828,15,2021-02-24,9,521,10,5210
2829,15,2022-03-23,16,116,3,348
2830,1,2022-07-27,18,715,1,715
2831,12,2021-03-07,16,748,6,4488
2832,3,2022-08-07,24,308,1,308
2833,23,2022-03-18,20,771,3,2313
2834,13,2021-11-14,7,601,5,3005
2835,11,2022-06-05,8,466,3,1398
2836,25,2021-11-19,18,933,1,933
2837,20,2022-08-25,2,172,2,344
2838,20,2022-02-28,3,797,3,2391
2839,24,2021-07-03,7,905,3,2715
2840,1,2021-05-03,21,389,2,778
2841,4,2022-02-01,13,874,7,6118
2842,13,2021-05-22,23,917,6,5502
2843,6,2021-12-30,4,231,7,1617
2844,9,2021-07-08,16,316,7,2212
2845,7,2021-03-25,8,397,8,3176
2846,25,2021-09-21,4,70,10,700
2847,2,2022-01-18,18,147,3,441
2848,1,2021-01-05,17,384,7,2688
2849,10,2022-07-31,1,433,2,866
2850,6,2021-07-06,7,598,4,2392
2851,12,2022-01-19,4,637,3,1911
2852,15,2022-06-04,23,202,8,1616
2853,1,2022-07-05,20,959,2,1918
2854,10,2021-12-24,10,749,3,2247
2855,19,2021-04-13,17,559,4,2236
2856,20,2022-04-11,5,1000,9,9000
2857,13,2022-07-22,15,117,6,702
2858,8,2021-09-03,12,887,8,7096
2859,7,2022-01-02,13,110,8,880
2860,22,2021-04-12,23,918,9,8262
2861,3,2022-06-24,22,626,10,6260
2862,23,2022-02-08,18,825,9,7425
2863,21,2021-11-25,7,188,8,1504
2864,25,2022-03-13,7,463,7,3241
2865,13,2021-01-25,3,553,2,1106
2866,11,2022-02-03,18,363,8,2904
2867,25,2022-06-25,10,901,1,901
2868,7,2022-08-25,3,815,10,8150
2869,18,2021-02-19,6,597,1,597
2870,2,2021-07-12,10,410,9,3690
2871,2,2022-06-05,22,586,3,1758
2872,17,2021-08-08,12,151,8,1208
2873,6,2021-03-16,8,781,4,3124
2874,16,2021-01-16,7,96,7,672
2875,7,2021-10-25,23,54,4,216
2876,22,2022-02-04,11,896,4,3584
2877,12,2021-06-09,13,195,10,1950
2878,8,2022-03-09,20,746,10,7460
2879,23,2021-07-29,21,949,5,4745
2880,14,2022-03-02,23,893,7,6251
2881,13,2022-05-15,9,309,10,3090
2882,1,2021-02-12,21,762,8,6096
2883,5,2021-03-14,22,702,2,1404
2884,4,2021-03-10,6,237,9,2133
2885,11,2022-02-12,6,341,9,3069
2886,10,2021-09-25,10,161,2,322
2887,13,2022-07-23,7,916,8,7328
2888,7,2021-02-06,5,530,8,4240
2889,4,2021-02-08,4,903,7,6321
2890,6,2021-09-05,3,496,10,4960
2891,12,2022-03-29,15,661,1,661
2892,22,2021-08-04,17,792,6,4752
2893,2,2021-06-06,19,399,5,1995
2894,6,2021-07-25,12,973,1,973
2895,13,2021-10-26,13,567,2,1134
2896,8,2021-12-10,6,723,8,5784
2897,1,2021-09-09,15,666,9,5994
2898,10,2021-05-27,18,610,6,3660
2899,2,2022-02-24,4,580,9,5220
2900,1,2021-11-26,20,429,1,429
2901,5,2021-01-07,4,440,1,440
2902,19,2022-08-04,2,172,4,688
2903,25,2022-08-01,21,608,2,1216
2904,1,2022-08-09,21,710,7,4970
2905,10,2022-04-06,22,982,4,3928
2906,22,2021-12-20,16,701,8,5608
2907,16,2022-07-04,5,950,6,5700
2908,8,2021-06-28,5,447,5,2235
2909,6,2022-03-19,12,874,5,4370
2910,5,2022-02-25,2,777,9,6993
2911,8,2021-12-28,13,263,7,1841
2912,14,2022-04-09,14,504,7,3528
2913,15,2021-11-30,12,731,7,5117
2914,5,2021-07-30,24,301,4,1204
2915,23,2021-07-19,7,944,10,9440
2916,12,2022-02-23,15,433,5,2165
2917,7,2022-04-27,13,161,9,1449
2918,21,2022-02-27,15,102,4,408
2919,7,2021-06-10,11,725,7,5075
2920,17,2022-03-30,14,74,4,296
2921,13,2021-10-07,19,813,10,8130
2922,25,2022-08-12,5,850,4,3400
2923,5,2022-04-25,14,301,3,903
2924,25,2022-06-28,16,802,1,802
2925,22,2021-03-29,4,71,1,71
2926,2,2021-11-17,11,973,6,5838
2927,7,2021-08-07,24,364,2,728
2928,12,2022-08-21,20,976,8,7808
2929,16,2021-10-24,11,360,2,720
2930,18,2021-06-17,6,475,2,950
2931,18,2021-06-12,20,625,9,5625
2932,21,2021-09-13,16,166,3,498
2933,15,2021-05-19,4,951,7,6657
2934,16,2021-06-24,13,835,1,835
2935,19,2022-03-28,23,648,10,6480
2936,6,2022-05-19,15,737,10,7370
2937,12,2022-01-14,11,120,3,360
2938,5,2022-02-08,20,988,3,2964
2939,4,2021-11-25,22,349,2,698
2940,12,2021-01-17,20,686,10,6860
2941,14,2021-09-16,6,246,9,2214
2942,9,2022-05-17,17,376,3,1128
2943,2,2021-11-10,21,319,8,2552
2944,14,2021-10-07,11,817,8,6536
2945,22,2022-07-19,3,82,3,246
2946,20,2021-01-20,1,359,7,2513
2947,7,2022-02-02,16,86,5,430
2948,23,2022-01-11,13,872,9,7848
2949,14,2021-05-16,14,404,5,2020
2950,18,2021-10-16,7,323,2,646
2951,15,2021-11-23,22,932,9,8388
2952,4,2021-04-20,1,298,2,596
2953,6,2021-06-07,12,635,4,2540
2954,25,2021-01-10,3,790,1,790
2955,24,2021-06-09,11,646,8,5168
2956,21,2021-05-05,11,107,3,321
2957,7,2021-07-10,24,143,2,286
2958,1,2021-08-04,14,101,2,202
2959,13,2021-07-17,11,537,4,2148
2960,23,2022-04-26,16,344,10,3440
2961,2,2022-06-04,15,56,2,112
2962,6,2021-05-28,7,949,9,8541
2963,19,2021-03-19,7,242,3,726
2964,11,2021-06-16,25,454,10,4540
2965,10,2022-06-03,20,705,5,3525
2966,7,2021-12-20,14,803,4,3212
2967,17,2021-10-16,1,822,3,2466
2968,3,2022-05-21,2,402,1,402
2969,20,2021-03-23,25,740,8,5920
2970,1,2021-11-23,24,652,6,3912
2971,23,2022-08-06,22,318,6,1908
2972,15,2022-01-15,12,561,5,2805
2973,25,2022-07-14,16,812,4,3248
2974,8,2021-02-13,19,757,6,4542
2975,14,2021-11-29,15,995,7,6965
2976,15,2021-06-06,15,195,7,1365
2977,14,2021-11-21,1,440,3,1320
2978,13,2022-03-21,12,860,3,2580
2979,5,2021-08-11,19,147,1,147
2980,13,2021-10-05,16,395,4,1580
2981,1,2021-06-12,16,360,9,3240
2982,9,2022-05-14,8,671,8,5368
2983,14,2022-05-15,14,731,1,731
2984,12,2021-11-28,4,772,8,6176
2985,20,2021-08-29,10,581,8,4648
2986,7,2021-01-14,14,365,3,1095
2987,11,2022-03-16,21,676,2,1352
2988,20,2021-10-16,5,399,6,2394
2989,23,2022-08-02,5,534,2,1068
2990,1,2022-03-04,15,302,4,1208
2991,11,2021-11-17,23,699,8,5592
2992,9,2022-08-15,18,862,6,5172
2993,23,2021-11-26,7,850,10,8500
2994,8,2021-08-31,23,882,4,3528
2995,16,2021-01-20,19,370,9,3330
2996,4,2021-11-26,13,133,9,1197
2997,16,2021-03-10,15,510,7,3570
2998,25,2021-05-27,7,422,1,422
2999,16,2021-01-04,8,385,6,2310
3000,20,2021-05-30,16,852,5,4260
3001,11,2022-07-04,16,254,4,1016
3002,20,2021-10-30,20,801,1,801
3003,24,2022-06-01,7,339,4,1356
3004,13,2021-11-02,14,317,4,1268
3005,5,2021-01-30,10,717,7,5019
3006,3,2021-06-01,12,507,7,3549
3007,18,2022-03-31,6,826,6,4956
3008,4,2021-10-10,9,252,10,2520
3009,15,2022-08-24,10,181,6,1086
3010,1,2021-12-01,4,615,8,4920
3011,12,2022-01-20,5,613,1,613
3012,21,2022-02-10,14,232,6,1392
3013,20,2021-10-17,25,381,10,3810
3014,25,2022-06-08,19,107,3,321
3015,16,2021-05-24,3,205,2,410
3016,17,2021-04-05,6,822,6,4932
3017,12,2022-02-27,11,401,2,802
3018,16,2021-03-05,13,587,7,4109
3019,21,2022-07-16,13,892,2,1784
3020,7,2021-04-29,15,831,5,4155
3021,8,2022-07-26,8,74,1,74
3022,21,2022-05-06,23,93,1,93
3023,8,2021-06-06,25,941,3,2823
3024,17,2022-02-01,11,824,7,5768
3025,1,2022-05-20,17,74,7,518
3026,18,2021-07-24,3,653,1,653
3027,7,2022-05-19,8,57,6,342
3028,23,2022-01-12,3,571,3,1713
3029,13,2022-07-04,7,57,10,570
3030,10,2022-01-19,9,573,7,4011
3031,6,2021-12-09,7,250,6,1500
3032,9,2021-10-20,13,512,1,512
3033,15,2022-02-20,20,259,3,777
3034,4,2021-04-20,2,810,4,3240
3035,7,2021-11-02,25,902,4,3608
3036,19,2022-04-20,10,105,4,420
3037,19,2022-06-08,9,74,5,370
3038,1,2021-12-08,7,261,8,2088
3039,24,2022-04-14,13,450,10,4500
3040,25,2022-05-07,6,624,10,6240
3041,10,2021-03-21,22,681,2,1362
3042,1,2021-01-12,1,330,1,330
3043,10,2022-08-05,15,213,2,426
3044,2,2021-07-15,12,483,6,2898
3045,3,2021-01-23,9,354,1,354
3046,4,2021-09-27,10,517,4,2068
3047,4,2022-05-03,21,228,1,228
3048,4,2022-04-12,3,940,10,9400
3049,23,2021-10-04,18,73,10,730
3050,16,2021-08-09,3,116,7,812
3051,22,2021-02-08,13,559,7,3913
3052,15,2021-01-14,14,640,1,640
3053,22,2021-10-16,3,786,8,6288
3054,7,2021-10-06,9,942,4,3768
3055,8,2021-01-02,23,715,1,715
3056,19,2022-05-16,14,860,4,3440
3057,23,2021-10-21,24,422,2,844
3058,20,2022-04-29,12,607,3,1821
3059,12,2022-07-19,22,603,3,1809
3060,11,2022-02-21,24,228,10,2280
3061,13,2021-12-22,12,835,5,4175
3062,5,2022-07-10,22,467,6,2802
3063,14,2021-05-21,3,390,6,2340
3064,21,2022-07-07,15,932,3,2796
3065,2,2021-05-29,11,663,6,3978
3066,18,2022-08-11,21,192,4,768
3067,23,2022-03-06,13,951,2,1902
3068,17,2022-06-17,18,156,10,1560
3069,1,2021-06-18,9,807,4,3228
3070,22,2022-05-16,23,169,6,1014
3071,24,2022-02-09,12,585,7,4095
3072,8,2022-02-22,19,754,2,1508
3073,8,2021-06-09,21,904,4,3616
3074,23,2021-04-21,1,557,3,1671
3075,3,2021-09-05,23,823,7,5761
3076,10,2021-04-09,7,884,4,3536
3077,1,2021-10-30,1,173,4,692
3078,6,2021-03-10,25,309,8,2472
3079,4,2022-02-17,14,60,10,600
3080,10,2022-01-19,11,263,5,1315
3081,14,2022-05-05,20,700,10,7000
3082,19,2021-02-02,2,561,6,3366
3083,12,2022-04-30,1,931,7,6517
3084,25,2022-03-09,18,755,10,7550
3085,20,2021-01-28,12,439,1,439
3086,16,2022-05-02,25,308,9,2772
3087,3,2021-04-07,3,515,7,3605
3088,24,2022-04-26,11,85,6,510
3089,10,2021-08-10,18,678,7,4746
3090,4,2022-08-31,1,933,1,933
3091,17,2022-05-30,15,235,8,1880
3092,9,2022-02-02,23,870,9,7830
3093,21,2021-09-17,24,649,2,1298
3094,23,2021-06-28,17,973,8,7784
3095,10,2021-10-25,6,665,6,3990
3096,14,2021-03-20,4,253,8,2024
3097,16,2022-02-01,8,844,3,2532
3098,25,2021-11-06,13,237,4,948
3099,11,2022-05-21,22,284,8,2272
3100,23,2021-06-18,4,192,3,576
3101,24,2021-01-25,20,498,8,3984
3102,12,2021-01-22,23,775,9,6975
3103,23,2021-04-19,12,478,8,3824
3104,2,2022-07-25,9,768,7,5376
3105,3,2021-09-27,3,948,6,5688
3106,16,2021-09-07,13,978,3,2934
3107,4,2021-03-30,1,634,3,1902
3108,22,2022-07-14,7,432,9,3888
3109,9,2021-07-09,16,646,7,4522
3110,4,2021-08-26,18,257,3,771
3111,10,2021-01-12,5,430,1,430
3112,17,2022-06-22,1,731,5,3655
3113,19,2021-11-07,17,951,3,2853
3114,11,2021-08-07,8,243,8,1944
3115,16,2021-04-12,16,226,7,1582
3116,18,2021-03-14,21,199,3,597
3117,17,2022-05-05,5,575,2,1150
3118,19,2022-02-28,6,909,6,5454
3119,8,2021-03-03,9,820,7,5740
3120,2,2021-01-29,11,247,6,1482
3121,13,2021-05-11,15,540,10,5400
3122,17,2021-09-05,14,663,9,5967
3123,10,2022-03-20,16,664,1,664
3124,14,2021-03-28,3,771,3,2313
3125,25,2022-01-14,21,334,7,2338
3126,9,2021-11-07,15,906,9,8154
3127,20,2022-04-27,11,573,8,4584
3128,13,2022-07-28,25,995,10,9950
3129,20,2021-05-21,22,530,6,3180
3130,3,2021-12-17,23,595,9,5355
3131,20,2021-09-15,21,694,5,3470
3132,9,2022-06-10,10,283,6,1698
